bmi,pred,ci_low,ci_high
15.431517934434869,0.25297509551468095,0.09598396343224565,0.5192532297332475
15.580103271447758,0.2601612108661845,0.10551345696294055,0.5117852420780208
15.728688608460649,0.267186765625977,0.11542105334394445,0.5046596312630489
15.877273945473538,0.27404023566013397,0.12565343711448812,0.49787748810934357
16.02585928248643,0.2807111785508973,0.13615163099986563,0.49143951587123413
16.17444461949932,0.28719022430310975,0.14685203798069385,0.4853461662115353
16.323029956512208,0.29346905693066244,0.15768757315884396,0.4795977651886307
16.471615293525097,0.29954038823810236,0.16858883980433909,0.47419462546374863
16.62020063053799,0.3053979250856356,0.17948530672104734,0.4691371394806762
16.76878596755088,0.31103633137280845,0.1903064503309309,0.4644258463810093
16.91737130456377,0.31645118590285876,0.200982834088125,0.4600614628514274
17.06595664157666,0.32163893720144127,0.2114471091878275,0.45604486500025887
17.21454197858955,0.32659685626505325,0.22163493299155307,0.45237700495126043
17.36312731560244,0.3313229881103086,0.23148581384559358,0.4490587426524719
17.51171265261533,0.3358161028889422,0.240943901369798,0.44609057142395014
17.66029798962822,0.3400756472281105,0.24995874773740134,0.4434722166200402
17.80888332664111,0.3441016963536546,0.2584860654025066,0.4412020927027805
17.957468663654,0.34789490745736235,0.2664884974512156,0.43927661759095327
18.10605400066689,0.3514564746792778,0.2739363962232512,0.4376894064171784
18.25463933767978,0.35478808599364886,0.28080857423951694,0.4364303997635459
18.40322467469267,0.3578918822126993,0.2870929530865371,0.4354850199580481
18.551810011705562,0.36077041825625844,0.29278700056169066,0.434833483540177
18.70039534871845,0.3634266267773115,0.29789782846006047,0.4344504144166258
18.84898068573134,0.36586378418350285,0.3024418372168959,0.4343048864373278
18.99756602274423,0.3680854790521123,0.30644384581687745,0.43436096973159044
19.14615135975712,0.37009558290055267,0.30993572804089603,0.4345787702276315
19.294736696770013,0.371898223245407,0.31295466646659814,0.4349158592435664
19.443322033782902,0.3734977588598642,0.31554120463022617,0.435328919015953
19.59190737079579,0.3748987571214933,0.31773730365052216,0.43577540232476025
19.74049270780868,0.3761059733290343,0.3195845879270743,0.4362150244942038
19.889078044821574,0.377124331857688,0.32112290819854256,0.4366109610620543
20.037663381834463,0.37795890901674034,0.3223892811140099,0.4369306924747379
20.186248718847352,0.3786149174707265,0.3234172025960287,0.4371464982008784
20.33483405586024,0.37909769208529864,0.3242362893085544,0.4372356449860039
20.48341939287313,0.37941267706107273,0.3248721809015355,0.4371803351543514
20.632004729886024,0.37956541422263274,0.3253466315579307,0.4369674847014083
20.780590066898913,0.3795615323352348,0.32567772648380167,0.4365883936216694
20.929175403911803,0.37940673732828617,0.32588017149711423,0.43603835831719384
