bmi,pred,ci_low,ci_high
28.71859296482412,0.2915192818782048,0.24632381457198768,0.34125251574590354
28.85427135678392,0.29006432246962194,0.2449921832604347,0.33969772505830653
28.98994974874372,0.28861944642054155,0.2436645074617495,0.33816009497552896
29.12562814070352,0.287184503421479,0.24233888719537108,0.33664163935609126
29.26130653266332,0.2857593440407634,0.24101347110663993,0.3351443281535984
29.396984924623116,0.2843438197401316,0.239686468992107,0.33367007256061465
29.532663316582916,0.28293778288961297,0.23835616414563862,0.3322207104116079
29.668341708542712,0.2815410867817303,0.23702092539152747,0.33079799198515153
29.804020100502512,0.28015358564504844,0.2356792186465648,0.3294035663695277
29.939698492462313,0.27877513465709536,0.23432961783431452,0.3280389685742964
30.075376884422113,0.27740558995668346,0.2329708149629769,0.32670560758194467
30.21105527638191,0.2760448086556576,0.23160162917430874,0.3254047555373464
30.34673366834171,0.2746926488500931,0.2302210145758653,0.3241375382676548
30.482412060301506,0.27334896963097105,0.2288280666826499,0.322904927311121
30.618090452261306,0.27201363109435267,0.22742202731690744,0.3217077336103565
30.753768844221106,0.2706864943510766,0.22600228784550103,0.3205466029945436
30.889447236180906,0.26936742153600235,0.22456839067175394,0.3194220135373267
31.025125628140703,0.2680562758168208,0.22312002894101524,0.3183342748344207
31.160804020100503,0.2667529214024539,0.22165704446435933,0.31728352919949326
31.2964824120603,0.26545722355106377,0.22017942391040432,0.31626975473098257
31.4321608040201,0.26416904857769175,0.2186872933588552,0.3152927701585695
31.5678391959799,0.2628882638615457,0.217180911348844,0.3143522413382352
31.7035175879397,0.2616147378529563,0.21566066058860775,0.31344768923105876
31.8391959798995,0.2603483400800186,0.21412703851908904,0.3125784991745521
31.974874371859297,0.2590889411549381,0.2125806469418539,0.3117439312372265
32.11055276381909,0.25783641278009684,0.21102218093097605,0.3109431314375335
32.246231155778894,0.2565906277538583,0.2094524172495201,0.31017514360706466
32.381909547738694,0.2553514599761252,0.2078722024846696,0.30943892168420783
32.517587939698494,0.25411878445366537,0.20628244110247482,0.3087333422372726
32.653266331658294,0.2528924773052232,0.20468408360494672,0.3080572170341054
32.78894472361809,0.2516724157664284,0.2030781149502256,0.3074093054969783
32.92462311557789,0.2504584781945166,0.20146554337223016,0.3067883269056457
33.06030150753769,0.2492505440728767,0.19984738971087662,0.3061929722365813
33.19597989949749,0.2480484940154359,0.19822467733881188,0.30562191555136337
33.33165829145729,0.24685220977089561,0.1965984227465993,0.305073824871017
33.46733668341709,0.2456615742268305,0.1949696268261633,0.3045473724950973
33.60301507537689,0.244476471413662,0.1933392668725522,0.30404124474390654
33.73869346733669,0.24329678650851666,0.19170828930702996,0.3035541511191583
33.87437185929648,0.24212240583898104,0.1900776031102812,0.30308483289251925
34.01005025125628,0.2409532168867616,0.1884480739430897,0.3026320711427796
34.14572864321608,0.23978910829126193,0.18682051892310703,0.3021946942710601
34.28140703517588,0.23862996985308307,0.1851957020200424,0.3017715850296678
34.417085427135675,0.23747569253745954,0.18357433002753423,0.3013616871042108
34.552763819095475,0.23632616847763607,0.18195704906781487,0.30096401129066563
