mode,bmi_target,bmi_grid,pred,ci_low,ci_high
tertiles,35,35.044782420136364,0.2342860085281304,0.177826336436846,0.3020851906367246
tertiles,40,39.948098541561734,0.1944239973469236,0.1206863772008607,0.2979485067246019
tertiles,45,45.0,0.155500625603992,0.0469177268214609,0.4078446134328934
annual_threshold,35,35.044782420136364,0.2321957871024449,0.1761349961940436,0.2996108325519219
annual_threshold,40,39.948098541561734,0.1933944782041259,0.1199319404383169,0.2966856956315478
annual_threshold,45,45.0,0.1554902634384708,0.0469666598969638,0.4075423839046959
mipd_annual_threshold,35,35.044782420136364,0.2322985327326282,0.1762272364456059,0.2997193181697022
mipd_annual_threshold,40,39.948098541561734,0.1927091017599884,0.1194815239681451,0.2957424054893885
mipd_annual_threshold,45,45.0,0.1526327050261849,0.0462113811367262,0.4010760193067276
