tier,prob_bmi25,prob_bmi40,ard_40_vs_25
Low,0.3259130047114912,0.14755838305100363,-0.17835462166048757
Mid,0.3433462683917944,0.1781569787626172,-0.16518928962917717
High,0.38582992650531495,0.2686370040188929,-0.11719292248642205
