bmi,prob_low,prob_high,diff_high_minus_low,ci_low,ci_high,p_value,p_adj
30,0.2600920353912206,0.3251902268333776,0.065098191442157,0.031559707927319915,0.0986366749569941,0.0001421714616820502,0.0002843429233641004
35,0.19907304580702492,0.28485796140879377,0.08578491560176885,0.05494388720338714,0.11662594400015056,4.9868737361791204e-08,1.4960621208537361e-07
40,0.14755838305100363,0.2686370040188929,0.12107862096788927,0.0050637073832767165,0.23709353455250182,0.040800842822741545,0.040800842822741545
