tier,vol_median,bmi_ref,delta_bmi,OR,ci_low,ci_high
Low,3.111111111111111,25,5,0.7609040003045251,0.6756826348577302,0.8568740231149141
Mid,7.25,25,5,0.7931471981552007,0.7172357276319142,0.8770930583986342
High,24.416666666666668,25,5,0.9421298275859545,0.8578969713358396,1.034633110599559
