bmi,comparison,diff,ci_low,ci_high
15.431517934434869,High-Low,0.1458504753644437,-0.39534630806289084,0.6870472587917783
15.431517934434869,High-Mid,0.12199851872400869,-0.344005021639429,0.5880020590874464
15.580103271447758,High-Low,0.14911868286164112,-0.37281358381854457,0.6710509495418268
15.580103271447758,High-Mid,0.12463843939467018,-0.32417138267145146,0.5734482614607919
15.728688608460649,High-Low,0.15218600071561278,-0.35028831367716157,0.6546603151083872
15.728688608460649,High-Mid,0.127105818902057,-0.304382130988921,0.558593768793035
15.877273945473538,High-Low,0.15505160339363497,-0.3278935466398307,0.6379967534271007
15.877273945473538,High-Mid,0.1294007714234102,-0.284745783404342,0.5435473262511624
16.02585928248643,High-Low,0.15771592731327605,-0.3057420755738108,0.6211739302003629
16.02585928248643,High-Mid,0.1315244714208451,-0.2653610265473862,0.5284099693890765
16.17444461949932,High-Low,0.16018054554640895,-0.283936460304533,0.6042975513973509
16.17444461949932,High-Mid,0.1334790365641049,-0.24631681641121375,0.5132748895394236
16.323029956512208,High-Low,0.1624480421822326,-0.2625692066817339,0.5874652910461992
16.323029956512208,High-Mid,0.1352674117546162,-0.22769262249493183,0.49822744600416424
16.471615293525097,High-Low,0.164521888749965,-0.24172306783568823,0.5707668453356183
16.471615293525097,High-Mid,0.13689325633537788,-0.20955878364104522,0.483345296311801
16.62020063053799,High-Low,0.16640632467333075,-0.22147143565745378,0.5542840850041153
16.62020063053799,High-Mid,0.1383608361600379,-0.19197694471516644,0.4686986170352422
16.76878596755088,High-Low,0.16810624332124355,-0.2018787927767354,0.5380912794192225
16.76878596755088,High-Mid,0.1396749218090642,-0.17500054571381451,0.45435038933194294
16.91737130456377,High-Low,0.16962708484179742,-0.1830011977837173,0.5222553674673122
16.91737130456377,High-Mid,0.14084069388939274,-0.1586753375245406,0.4403567253033261
17.06595664157666,High-Low,0.17097473662607846,-0.1648867790261929,0.5068362522783498
17.06595664157666,High-Mid,0.1418636560412762,-0.143039901274509,0.4267672133570614
17.21454197858955,High-Low,0.17215544194787388,-0.14757621496573128,0.4918870988614791
17.21454197858955,High-Mid,0.1427495560046136,-0.12812615093433177,0.41362526294355895
17.36312731560244,High-Low,0.17317571706624205,-0.13110318183121702,0.4774546159637011
17.36312731560244,High-Mid,0.1435043148669799,-0.11395980161201591,0.4009684313459757
17.51171265261533,High-Low,0.17404227685951407,-0.11549475228205985,0.463579306001088
17.51171265261533,High-Mid,0.14413396442550674,-0.10056078887122033,0.3888287177222338
17.66029798962822,High-Low,0.17476196887968373,-0.10077173217982374,0.45029566993919123
17.66029798962822,High-Mid,0.14464459244211364,-0.08794362760195643,0.3772328124861837
17.80888332664111,High-Low,0.1753417155724561,-0.08694892661535991,0.4376323577602721
17.80888332664111,High-Mid,0.14504229545303327,-0.07611770267548049,0.366202293581547
17.957468663654,High-Low,0.1757884642970372,-0.07403533131435869,0.4256122599084331
17.957468663654,High-Mid,0.14533313870536396,-0.0650874880606444,0.35575376547137233
18.10605400066689,High-Low,0.1761091446973429,-0.062034251657941075,0.4142525410526269
18.10605400066689,High-Mid,0.14552312273159357,-0.05485269645363583,0.34589894191682297
18.25463933767978,High-Low,0.17631063291886384,-0.050943358860874616,0.4035646246986023
18.25463933767978,High-Mid,0.14561815603376577,-0.04540836783202146,0.336644679899553
18.40322467469267,High-Low,0.1763997221292507,-0.04075470111888496,0.39355414537738637
18.40322467469267,High-Mid,0.14562403332849921,-0.0367449124988011,0.3279929791557995
18.551810011705562,High-Low,0.17638309878224695,-0.031454696133242394,0.38422089369773627
18.551810011705562,High-Mid,0.14554641879895125,-0.02884813159460442,0.3199409691925069
18.70039534871845,High-Low,0.17626732406067042,-0.023024139234395558,0.3755587873557364
18.70039534871845,High-Mid,0.14539083380693746,-0.021699244776085952,0.3124809123899609
18.84898068573134,High-Low,0.17605881994181743,-0.015438266820619106,0.367555906704254
18.84898068573134,High-Mid,0.1451626485350095,-0.015274959467221794,0.30560025653724077
18.99756602274423,High-Low,0.17576385934536454,-0.008666916272381392,0.36019463496311044
18.99756602274423,High-Mid,0.1448670770519785,-0.009547617301211092,0.2992817714051681
19.14615135975712,High-Low,0.1753885598473573,-0.0026748193976831314,0.3534519390923977
19.14615135975712,High-Mid,0.14450917532411767,-0.004485449797038188,0.2935038004452735
19.294736696770013,High-Low,0.17493888047231426,0.0025779439180227404,0.3472998170266058
19.294736696770013,High-Mid,0.1440938417263919,-5.296634467749639e-05,0.2882406497974613
19.443322033782902,High-Low,0.17442062110725737,0.007135321307151443,0.3417059209073633
19.443322033782902,High-Mid,0.1436258196421778,0.003788516311948348,0.2834631229724073
19.59190737079579,High-Low,0.17383942411532094,0.011044502075960638,0.33663434615468124
19.59190737079579,High-Mid,0.14310970177493726,0.007080210955019289,0.2791391925948552
19.74049270780868,High-Low,0.17320077776144438,0.014354999641058214,0.3320465558818305
19.74049270780868,High-Mid,0.14254993583033687,0.009865088430393382,0.2752347832302804
19.889078044821574,High-Low,0.1725100210976997,0.017117649229617754,0.3279023929657816
19.889078044821574,High-Mid,0.1419508312617086,0.012187037781969445,0.27171462474144775
20.037663381834463,High-Low,0.1717723499904132,0.019383578777800448,0.3241611212030259
20.037663381834463,High-Mid,0.14131656680504112,0.01409000707178995,0.26854312653829226
20.186248718847352,High-Low,0.1709928240049376,0.021203213813629634,0.3207824341962455
20.186248718847352,High-Mid,0.14065119856154024,0.015617176142732891,0.2656852209803476
20.33483405586024,High-Low,0.17017637389638046,0.02262537189107644,0.3177273759016845
20.33483405586024,High-Mid,0.13995866841598387,0.01681020785698803,0.2631071289749797
20.48341939287313,High-Low,0.16932780948555481,0.0236964905364922,0.31495912843461743
20.48341939287313,High-Mid,0.13924281260748594,0.01770861423777914,0.26077701097719275
20.632004729886024,High-Low,0.1684518277287484,0.024460017387249205,0.31244363807024755
20.632004729886024,High-Mid,0.13850737029582133,0.018349260819360863,0.2586654797722818
20.780590066898913,High-Low,0.1675530208175171,0.024955975161488175,0.31015006647354604
20.780590066898913,High-Mid,0.13775599199114325,0.018766018878007162,0.25674596510427933
20.929175403911803,High-Low,0.16663588417056946,0.02522069971737992,0.308051068623759
20.929175403911803,High-Mid,0.1369922477377769,0.018989563123507025,0.2549949323520468
21.077760740924692,High-Low,0.16570482420391286,0.025286738269327563,0.3061229101384981
21.077760740924692,High-Mid,0.1362196349638518,0.019047303140900362,0.25339196678680326
21.226346077937585,High-Low,0.16476416578781722,0.025182887405497928,0.30434544417013654
21.226346077937585,High-Mid,0.13544158592791444,0.01896343083017331,0.25191974102565556
21.374931414950474,High-Low,0.16381815931984456,0.024934346706991684,0.30270197193269743
21.374931414950474,High-Mid,0.13466147471142298,0.018759063091857195,0.25056388633098875
21.523516751963363,High-Low,0.1628709873622488,0.02456296284055287,0.30117901188394475
21.523516751963363,High-Mid,0.13388262372223309,0.018452458451722692,0.24931278899274348
21.672102088976253,High-Low,0.16192677080952805,0.02408754013274439,0.2997660014863117
21.672102088976253,High-Mid,0.1331083096889379,0.018059287465641227,0.24815733191223455
21.820687425989142,High-Low,0.16098957456784363,0.023524196008427645,0.2984549531272596
21.820687425989142,High-Mid,0.13234176913926848,0.017592938888774848,0.24709059938976213
21.96927276300203,High-Low,0.1600634127424777,0.022886742615221445,0.29724008286973397
21.96927276300203,High-Mid,0.13158620336778398,0.017064846161490232,0.24610756057407773
22.117858100014924,High-Low,0.1591522533425071,0.022187078978773894,0.2961174277062403
22.117858100014924,High-Mid,0.13084478290881496,0.016484821358882976,0.24520474445874696
