bmi,prob_low,prob_high,diff_high_minus_low,ci_low,ci_high,p_value,p_adj
30,0.24834867653242493,0.4861421234419032,0.2377934469094783,0.09106171124632573,0.38452518257263085,0.0014912755439078218,0.0014912755439078218
35,0.20089870055944156,0.47126721608928623,0.27036851552984464,0.11718801446659993,0.42354901659308936,0.000541253441422862,0.001082506882845724
40,0.16057783267366357,0.4564431627779781,0.2958653301043145,0.13436149756560517,0.4573691626430238,0.0003299145960620198,0.0009897437881860593
