tier,prob_bmi25,prob_bmi40,ard_40_vs_25
Low,0.3183805969782885,0.13697792070644027,-0.18140267627184825
Mid,0.3490240643317322,0.18774238774550112,-0.1612816765862311
High,0.4871519803290324,0.5235441323233411,0.036392151994308675
