tier,bmi,prob,ci_low,ci_high
Low,18.5,0.28229381710608803,0.1903899220053952,0.3741977122067809
Low,20.0,0.2945577518865589,0.21956930160995394,0.3695462021631639
Mid,18.5,0.2968370344908903,0.20876244483749312,0.3849116241442874
Mid,20.0,0.31181193677979185,0.23938932574499314,0.38423454781459054
High,18.5,0.4068267981559148,0.26356150740029205,0.5500920889115376
High,20.0,0.44247818519115734,0.31749884176396515,0.5674575286183495
